LAC,CELL_ID,LNG,LAT
51805,193,49.525092,49.525092
51805,132,49.52179,49.52179
51805,136,49.521561,49.521561
51805,205,49.52179,49.52179
51802,30095,49.924223,49.924223
51802,30096,49.80217,49.80217
51802,30097,49.801025,49.801025
51805,197,49.529016,49.529016
51805,22,49.54216003,49.54216003
51805,87,49.543337,49.543337
51805,11,49.543808,49.543808
51805,141,49.566422,49.566422
51805,191,49.538452,49.538452
51805,83,49.544678,49.544678
51805,81,49.561387,49.561387
51805,195,49.523277,49.523277
51805,207,49.522934,49.522934
51805,52,49.565506,49.565506
51805,56,49.564648,49.564648
51805,51,49.567887,49.567887
51805,55,49.567887,49.567887
51805,58,49.56001282,49.56001282
51805,43,49.563348,49.563348
51805,41,49.566239,49.566239
51805,77,49.563309,49.563309
51805,45,49.565997,49.565997
51805,47,49.560928,49.560928
51805,131,49.568802,49.568802
51805,33,49.567452,49.567452
51805,73,49.560928,49.560928
51805,215,49.563446,49.563446
51805,65,49.567108,49.567108
51805,37,49.568627,49.568627
51805,66,49.571228,49.571228
51805,187,49.573403,49.573403
51805,67,49.573403,49.573403
51805,185,49.572831,49.572831
51805,145,49.572098,49.572098
51805,121,49.562912,49.562912
51805,71,49.568253,49.568253
51805,125,49.571228,49.571228
51805,356,49.577866,49.577866
51802,50036,50.051927,50.051927
52103,30046,50.0063324,50.0063324
51802,11502,50.310657,50.310657
51802,50062,50.375076,50.375076
51802,50032,50.230396,50.230396
51802,50022,50.02233,50.02233
51802,11602,50.05445,50.05445
51404,16111,50.083237,50.083237
51404,16113,50.083237,50.083237
51802,50015,50.153128,50.153128
51802,50027,50.151724,50.151724
51802,11605,50.15712,50.15712
51802,11608,50.151939,50.151939
51802,50023,50.165557,50.165557
51802,11604,50.155768,50.155768
51802,50011,50.155838,50.155838
51802,50012,50.084586,50.084586
51802,50016,50.123763,50.123763
51802,11603,50.119871,50.119871
11002,39017,49.988886,49.988886
10106,44026,50.893479,50.893479
51802,50026,50.034373,50.034373
51802,11506,50.134482,50.134482
51805,217,49.553833,49.553833
51805,296,49.538498,49.538498
51805,127,49.54627991,49.54627991
10909,2253,50.45127869,50.45127869
10909,2251,50.452499,50.452499
10909,2252,50.448467,50.448467
18240,2183,51.52381897,51.52381897
10105,26021,51.52244568,51.52244568
10105,26016,51.488114,51.488114
10105,26022,51.499788,51.499788
10105,26017,51.533097,51.533097
10908,1563,50.431119,50.431119
10908,1561,50.436099,50.436099
10908,1562,50.43205261,50.43205261
10908,3981,50.433678,50.433678
10908,3982,50.430306,50.430306
10908,5712,50.441666,50.441666
10916,3272,50.497938,50.497938
10908,1543,50.425532,50.425532
10908,701,50.43617249,50.43617249
10908,21,50.437475,50.437475
10908,3983,50.433486,50.433486
10916,2526,50.43617249,50.43617249
10916,3892,50.476067,50.476067
10916,3722,50.474283,50.474283
10912,9371,50.43617249,50.43617249
10918,3342,50.37849426,50.37849426
10918,3343,50.37849426,50.37849426
10918,3872,50.39085388,50.39085388
10918,1923,50.39085388,50.39085388
10918,3871,50.39085388,50.39085388
10918,3407,50.39085388,50.39085388
10919,1942,50.409622,50.409622
10902,50418,50.42793274,50.42793274
10902,50414,50.42793274,50.42793274
10902,50427,50.42793274,50.42793274
10902,36005,50.42793274,50.42793274
51802,50095,50.470352,50.470352
51802,50091,50.480894,50.480894
51802,50107,50.472565,50.472565
51802,14018,50.475998,50.475998
51802,50106,50.478747,50.478747
51802,50116,50.509419,50.509419
51802,50102,50.482868,50.482868
51802,50112,50.529571,50.529571
51802,50103,50.491864,50.491864
54120,16843,50.00221252,50.00221252
51802,51102,50.084489,50.084489
10917,971,50.425145,50.425145
10917,6096,50.425061,50.425061
10917,3683,50.42609,50.42609
10917,3682,50.426107,50.426107
10919,6091,50.425034,50.425034
10917,482,50.435116,50.435116
10907,3885,50.425186,50.425186
10907,213,50.427841,50.427841
10917,3612,50.427323,50.427323
10917,3301,50.42704,50.42704
10917,6097,50.425472,50.425472
10917,3302,50.423654,50.423654
10917,973,50.423367,50.423367
10917,3681,50.430214,50.430214
10917,3303,50.426348,50.426348
10909,181,50.450504,50.450504
10909,681,50.44494,50.44494
51802,11507,50.327735,50.327735
51802,50046,50.220576,50.220576
51802,11542,50.356475,50.356475
51802,11543,50.392057,50.392057
51802,11505,50.394979,50.394979
51802,51107,50.350758,50.350758
51802,11501,50.339913,50.339913
51802,50045,50.317699,50.317699
51802,50061,50.400469,50.400469
51802,50041,50.299485,50.299485
51802,11541,50.368881,50.368881
51802,50072,50.275686,50.275686
51802,50067,50.412218,50.412218
51802,50063,50.394654,50.394654
51802,50066,50.375749,50.375749
51802,11607,50.121495,50.121495
51802,50013,50.133037,50.133037
51802,50017,50.12269,50.12269
51802,11606,50.122375,50.122375
50601,205,48.963089,48.963089
50601,203,48.951479,48.951479
50601,185,48.940239,48.940239
50601,167,48.942032,48.942032
50601,171,48.955765,48.955765
50601,186,48.931646,48.931646
50601,181,48.963105,48.963105
50601,173,48.929672,48.929672
50601,202,48.931503,48.931503
50601,182,48.942945,48.942945
50601,165,48.955765,48.955765
50601,231,48.928703,48.928703
52401,60035,48.35975647,48.35975647
52401,60031,48.35975647,48.35975647
52401,60036,48.35975647,48.35975647
52401,60037,48.35975647,48.35975647
52401,60032,48.35975647,48.35975647
52401,60033,48.35975647,48.35975647
52401,20607,48.35975647,48.35975647
52401,20603,48.35975647,48.35975647
52401,20601,48.347931,48.347931
50601,50355,48.38859558,48.38859558
50601,50356,48.38859558,48.38859558
50601,58027,48.39958191,48.39958191
50601,11016,48.420871,48.420871
50601,11017,48.44215393,48.44215393
50601,11013,48.44215393,48.44215393
52004,11061,49.26612854,49.26612854
52004,11065,49.26612854,49.26612854
52004,11067,49.26612854,49.26612854
52004,11066,49.26612854,49.26612854
52004,11057,49.26612854,49.26612854
51805,352,49.61494446,49.61494446
51404,50227,50.0983429,50.0983429
51404,50223,50.0983429,50.0983429
51805,97,49.569627,49.569627
51805,135,49.56687927,49.56687927
51805,211,49.565781,49.565781
51805,93,49.567664,49.567664
51805,186,49.568024,49.568024
51805,35,49.573288,49.573288
51805,75,49.568527,49.568527
51805,303,49.570313,49.570313
51805,42,49.56138611,49.56138611
51805,46,49.56138611,49.56138611
51805,107,49.573746,49.573746
51805,103,49.573746,49.573746
51805,31,49.57511902,49.57511902
51805,263,49.57511902,49.57511902
51805,95,49.57511902,49.57511902
51805,91,49.57511902,49.57511902
51805,156,49.56962585,49.56962585
51805,85,49.58610535,49.58610535
52103,30031,50.0063324,50.0063324
51404,50368,50.0063324,50.0063324
30417,962,48.473396,48.473396
51404,50364,50.00358582,50.00358582
52101,171,50.772396,50.772396
52101,172,50.74918,50.74918
52101,166,50.765768,50.765768
52101,365,50.776405,50.776405
52101,173,50.772144,50.772144
52101,361,50.773702,50.773702
52101,162,50.7692,50.7692
52101,317,50.777435,50.777435
52101,262,50.770753,50.770753
52101,152,50.772629,50.772629
52101,165,50.777435,50.777435
52101,233,50.723328,50.723328
52101,332,50.760271,50.760271
52101,87,50.767138,50.767138
52101,261,50.77400208,50.77400208
52101,113,50.758504,50.758504
52101,333,50.764395,50.764395
52101,177,50.764734,50.764734
52101,337,50.767416,50.767416
52101,85,50.77400208,50.77400208
52101,191,50.7569,50.7569
52101,83,50.746587,50.746587
10919,871,50.439302,50.439302
52101,22,50.740356,50.740356
52101,23,50.744501,50.744501
52101,11,50.743904,50.743904
52101,201,50.744424,50.744424
52101,27,50.741043,50.741043
52101,32,50.746605,50.746605
52101,25,50.73829651,50.73829651
52101,53,50.73829651,50.73829651
52101,243,50.73829651,50.73829651
52101,21,50.742024,50.742024
52101,26,50.742417,50.742417
52101,183,50.746536,50.746536
52101,86,50.736466,50.736466
52101,363,50.762054,50.762054
52101,367,50.77125549,50.77125549
52101,112,50.745495,50.745495
52101,41,50.77125549,50.77125549
52101,366,50.757987,50.757987
52101,71,50.763017,50.763017
3060,17993,50.24665833,50.24665833
3060,17992,50.2191925,50.2191925
51802,51103,50.347169,50.347169
51802,51101,50.231094,50.231094
51802,51105,50.237045,50.237045
51802,50073,50.432605,50.432605
51802,11563,50.440228,50.440228
51802,50083,50.454754,50.454754
51805,61,49.56687927,49.56687927
51805,62,49.56687927,49.56687927
51805,152,49.56687927,49.56687927
51805,291,49.54490662,49.54490662
51805,292,49.54490662,49.54490662
51805,162,49.57649231,49.57649231
51805,163,49.57649231,49.57649231
51805,40548,49.561423,49.561423
51802,20026,49.57649231,49.57649231
52004,50143,49.245117,49.245117
11615,51307,45.291827,45.291827
11615,24047,45.366671,45.366671
11615,26127,45.70518494,45.70518494
11615,26035,45.70106506,45.70106506
11615,26177,45.63240051,45.63240051
11615,26171,45.65711975,45.65711975
11615,26126,45.68458557,45.68458557
11615,26165,45.64613342,45.64613342
11615,26162,45.63652039,45.63652039
11615,26016,45.63514709,45.63514709
11615,51107,45.626914,45.626914
51418,50361,49.982184,49.982184
11635,252,46.461868,46.461868
11635,1757,46.459122,46.459122
11609,2226,46.481628,46.481628
11609,3453,46.481644,46.481644
11609,1695,46.478597,46.478597
11609,305,46.480287,46.480287
11609,3452,46.478593,46.478593
11609,3451,46.480044,46.480044
11609,32,46.476135,46.476135
11609,31,46.48082,46.48082
11609,2221,46.483292,46.483292
11634,161,46.482412,46.482412
11609,146,46.487846,46.487846
11609,553,46.484211,46.484211
11609,123,46.48542,46.48542
10908,4001,50.449051,50.449051
10908,4743,50.448651,50.448651
10908,1611,50.448916,50.448916
10908,4033,50.450211,50.450211
10908,5732,50.449017,50.449017
10908,5731,50.449029,50.449029
10908,7111,50.440979,50.440979
10908,1601,50.447102,50.447102
10908,1603,50.443983,50.443983
10908,4031,50.4485321,50.4485321
10908,1604,50.44578552,50.44578552
10917,4992,50.446581,50.446581
10919,3783,50.443402,50.443402
10919,3782,50.439631,50.439631
10917,4991,50.448915,50.448915
10917,5985,50.446815,50.446815
10917,4993,50.444478,50.444478
10917,111,50.439704,50.439704
10917,3782,50.44166565,50.44166565
10908,3567,50.4485321,50.4485321
10919,873,50.438835,50.438835
10917,2303,50.446215,50.446215
10917,113,50.438919,50.438919
10917,3771,50.439914,50.439914
10908,5733,50.452441,50.452441
10908,1621,50.447502,50.447502
10917,923,50.445018,50.445018
10919,113,50.438652,50.438652
10919,3771,50.439892,50.439892
10919,845,50.439251,50.439251
10908,5142,50.44303894,50.44303894
10908,7112,50.439949,50.439949
10914,41960,50.44166565,50.44166565
10919,5986,50.442696,50.442696
10919,862,50.442696,50.442696
10919,111,50.441052,50.441052
51404,1375,49.80995178,49.80995178
51404,51017,49.76532,49.76532
51404,1307,49.797769,49.797769
51404,1371,49.999784,49.999784
51404,536,49.80995178,49.80995178
51404,51013,49.726835,49.726835
51418,30058,49.75364685,49.75364685
51418,30054,49.75364685,49.75364685
50302,12018,48.641045,48.641045
50302,12028,48.592486,48.592486
52004,50015,48.665085,48.665085
50302,12017,48.661754,48.661754
50302,12014,48.644527,48.644527
50302,12015,48.643404,48.643404
52004,50016,48.692183,48.692183
50302,12027,48.490358,48.490358
12504,26126,49.881363,49.881363
12504,26123,49.888138,49.888138
12504,26063,49.911043,49.911043
12504,26051,49.93364,49.93364
12504,26182,49.933548,49.933548
12505,50316,49.979279,49.979279
12505,52225,50.006791,50.006791
12505,52227,50.037418,50.037418
12505,46015,50.088573,50.088573
12505,50335,50.07499695,50.07499695
12505,46017,50.132344,50.132344
11002,28041,50.142288,50.142288
11002,28043,50.139647,50.139647
11002,34021,50.175252,50.175252
11002,34031,50.17112732,50.17112732
11002,26051,50.246055,50.246055
51802,10041,50.574816,50.574816
51418,50393,50.17112732,50.17112732
51418,30063,50.17112732,50.17112732
51409,872,50.17112732,50.17112732
51409,901,50.17112732,50.17112732
51401,43,50.17112732,50.17112732
51401,1113,50.17112732,50.17112732
51401,1111,50.17112732,50.17112732
51401,501,50.17112732,50.17112732
51402,1593,50.17112732,50.17112732
51418,50365,49.984168,49.984168
50302,12013,48.642054,48.642054
51402,22,50.17112732,50.17112732
50302,12016,48.617607,48.617607
51402,1073,50.014091,50.014091
51402,1072,50.013404,50.013404
51402,9071,50.17112732,50.17112732
51402,1012,49.838791,49.838791
51406,1222,49.8374176,49.8374176
51406,1223,49.8374176,49.8374176
51406,1221,49.8374176,49.8374176
50301,343,48.333449,48.333449
50301,347,48.338371,48.338371
50301,342,48.323072,48.323072
50301,315,48.322892,48.322892
50301,317,48.367155,48.367155
50301,437,48.390788,48.390788
50301,432,48.335954,48.335954
50302,12525,48.346078,48.346078
50301,311,48.340531,48.340531
50302,50085,48.522394,48.522394
50302,50086,48.49958,48.49958
50302,50082,48.501904,48.501904
50302,50087,48.523636,48.523636
50302,50083,48.523636,48.523636
60701,353,46.68983459,46.68983459
60701,357,46.68983459,46.68983459
60701,183,46.68983459,46.68983459
60701,184,46.68983459,46.68983459
60701,123,46.672672,46.672672
60701,163,46.68983459,46.68983459
60701,61,46.68983459,46.68983459
60701,432,46.662372,46.662372
60701,101,46.66283,46.66283
60701,146,46.660724,46.660724
60701,111,46.68983459,46.68983459
60701,1306,46.63902283,46.63902283
50302,12512,48.423244,48.423244
50301,403,48.34327698,48.34327698
50302,58086,48.327802,48.327802
50302,58087,48.347095,48.347095
50302,12521,48.348619,48.348619
50301,422,48.345341,48.345341
50301,62,48.29808,48.29808
50301,33,48.319931,48.319931
50301,51,48.310318,48.310318
50301,72,48.29567,48.29567
50301,73,48.29933167,48.29933167
50301,37,48.323624,48.323624
50301,61,48.315687,48.315687
50301,15,48.301743,48.301743
50301,143,48.278733,48.278733
50301,145,48.266833,48.266833
50301,146,48.273378,48.273378
50301,142,48.273791,48.273791
50301,112,48.275164,48.275164
50301,141,48.274619,48.274619
50301,41,48.282762,48.282762
50301,185,48.268434,48.268434
50301,122,48.27736,48.27736
50301,85,48.306636,48.306636
50301,305,48.282512,48.282512
50301,155,48.274919,48.274919
50301,111,48.278733,48.278733
50301,211,48.255503,48.255503
50302,535,48.270276,48.270276
50301,117,48.275987,48.275987
50301,205,48.265688,48.265688
50301,101,48.280564,48.280564
50301,161,48.270494,48.270494
20536,21062,47.06336975,47.06336975
51418,50368,49.975128,49.975128
20537,50222,47.69233704,47.69233704
20521,51616,47.81318665,47.81318665
61205,50286,47.813191,47.813191
20539,28646,47.81181335,47.81181335
21304,50346,47.815248,47.815248
6119,48961,47.81730652,47.81730652
21304,50355,47.81730652,47.81730652
21304,38115,48.04389954,48.04389954
50302,50081,48.523178,48.523178
50302,12517,48.452736,48.452736
50302,12513,48.444557,48.444557
50302,12516,48.419471,48.419471
10915,5806,50.409768,50.409768
10915,4313,50.407791,50.407791
50302,12515,48.472306,48.472306
10903,4351,50.441208,50.441208
10903,4352,50.439261,50.439261
10903,4353,50.423391,50.423391
10903,3203,50.451334,50.451334
10903,3201,50.45149,50.45149
10903,363,50.456902,50.456902
10919,5942,50.428265,50.428265
10919,5352,50.433905,50.433905
10919,821,50.424456,50.424456
10919,823,50.421736,50.421736
10919,2832,50.421267,50.421267
10919,2833,50.436252,50.436252
10903,3202,50.441098,50.441098
10903,3205,50.451121,50.451121
50302,12527,48.385888,48.385888
50301,17,48.326804,48.326804
50301,361,48.319702,48.319702
50301,362,48.315223,48.315223
50301,372,48.319245,48.319245
50301,261,48.317338,48.317338
50301,13,48.296141,48.296141
50301,241,48.313065,48.313065
50301,285,48.323824,48.323824
50301,493,48.305741,48.305741
50301,53,48.299584,48.299584
50301,341,48.316989,48.316989
50301,286,48.320275,48.320275
50301,23,48.31279,48.31279
50301,505,48.29741,48.29741
50301,263,48.318283,48.318283
50301,287,48.315354,48.315354
50301,137,48.310777,48.310777
50301,16,48.297488,48.297488
50302,12026,48.53822,48.53822
20808,1072,49.948894,49.948894
20808,1071,49.951217,49.951217
20808,93,49.946592,49.946592
20814,3681,49.948654,49.948654
20814,1576,49.954932,49.954932
20814,2912,49.955137,49.955137
20814,112,49.968281,49.968281
20813,2312,49.981614,49.981614
20815,1911,49.804135,49.804135
20815,1941,49.804459,49.804459
20815,1931,49.812699,49.812699
20818,772,50.057232,50.057232
20818,771,50.056458,50.056458
20534,24091,48.72779846,48.72779846
30408,572,48.399324,48.399324
30408,2162,48.399811,48.399811
30408,571,48.400345,48.400345
30408,573,48.399582,48.399582
30408,2081,48.399125,48.399125
30408,1962,48.40004,48.40004
51418,50364,49.972039,49.972039
51418,50367,49.944878,49.944878
11002,21027,49.543369,49.543369
11002,21015,49.54876,49.54876
10913,38437,50.555649,50.555649
51802,50356,49.73304749,49.73304749
51802,20028,49.91025,49.91025
32901,1197,48.532639,48.532639
11614,1012,46.316986,46.316986
10915,5193,50.412863,50.412863
10915,5192,50.410177,50.410177
51802,51095,50.51963,50.51963
10206,20125,48.766251,48.766251
10206,20126,48.767624,48.767624
10206,20061,48.763964,48.763964
10206,20051,48.766251,48.766251
10206,20025,48.758698,48.758698
10206,20122,48.766938,48.766938
10206,20102,48.77037048,48.77037048
10206,20116,48.751149,48.751149
10206,20015,48.766938,48.766938
10206,20151,48.766251,48.766251
10206,20031,48.77037048,48.77037048
11619,3403,46.445477,46.445477
11604,3423,46.450426,46.450426
11604,1842,46.455002,46.455002
11604,457,46.451226,46.451226
11604,953,46.45362854,46.45362854
11604,946,46.469814,46.469814
11604,2083,46.454832,46.454832
11623,2813,46.432116,46.432116
11619,2482,46.44666,46.44666
11619,1066,46.446174,46.446174
11614,1025,46.285973,46.285973
11614,2712,46.287804,46.287804
11614,1023,46.298449,46.298449
11614,3432,46.298402,46.298402
11614,2711,46.291436,46.291436
11614,1736,46.304725,46.304725
11604,975,46.372055,46.372055
11623,1143,46.436051,46.436051
11604,2683,46.381992,46.381992
11614,1011,46.337222,46.337222
11604,3422,46.38908386,46.38908386
11623,2812,46.425705,46.425705
11604,971,46.358087,46.358087
11614,991,46.343365,46.343365
11614,1781,46.346855,46.346855
11614,2515,46.353383,46.353383
11604,1071,46.387367,46.387367
11604,686,46.429672,46.429672
11604,896,46.52366638,46.52366638
11604,902,46.52366638,46.52366638
11604,887,46.549075,46.549075
11604,923,46.507187,46.507187
11604,882,46.522981,46.522981
11604,2093,46.504442,46.504442
11604,2243,46.507875,46.507875
11613,916,46.564041,46.564041
11613,912,46.572816,46.572816
11604,897,46.563492,46.563492
11613,917,46.5786,46.5786
11613,913,46.594168,46.594168
11603,843,46.57447815,46.57447815
